Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Dentsu,L5,Product,105000,"New York, NY ",2022-03-03,4 , 0,105000 , N/A , N/A
Lyft,L5,N/A,450000,"San Francisco, CA ",2022-03-02,0 , 0,190000 , 260000 , N/A
Visa,Rotational,Product,107000,"Foster City, CA ",2022-03-01,0 , 0,92000 , N/A , 15000
Visa,L2,Product,96000,"Foster City, CA ",2022-02-28,0 , 0,92000 , 2000 , 2000
Capital One,59,Product,102000,"New York, NY ",2022-02-22,0 , 0,98000 , N/A , 4000
Expedia,L1,Product,163000,"Seattle, WA ",2022-02-19,0 , 0,108000 , 40000 , 15000
Microsoft,59,Operations,158000,"Seattle, WA ",2022-02-18,0 , 0,111000 , 30000 , 17000
Microsoft,59,Product,178000,"Redmond, WA ",2022-02-10,0 , 0,113000 , 30000 , 35000
Microsoft,59,Product,201000,"New York, NY ",2022-02-10,0 , 0,121000 , 43000 , 37000
Amazon,Senior Product Manager,Product,189000,"Seattle, WA ",2022-02-07,0 , 0,144000 , 45000 , N/A
Microsoft,59,Product,214000,"Seattle, WA ",2022-02-05,0 , 0,121000 , 43000 , 50000
Microsoft,59,Product,175000,"Redmond, WA ",2022-01-31,0 , 0,115000 , 30000 , 30000
Microsoft,59,Product,141000,"Redmond, WA ",2022-01-31,0 , 0,111000 , 18000 , 12000
Microsoft,60,Product,171000,"Redmond, WA ",2022-01-28,0 , 0,122000 , 37000 , 12000
Microsoft,59,Product,179000,"Redmond, WA ",2022-01-19,0 , 0,113000 , 30000 , 36000
Microsoft,59,Product,168000,"Redmond, WA ",2022-01-11,0 , 0,113000 , 30000 , 25000
Microsoft,59,Technical,153000,"Seattle, WA ",2022-01-07,0 , 0,113000 , 20000 , 20000
Microsoft,59,Technical,173000,"Redmond, WA ",2022-01-06,0 , 0,111000 , 38000 , 25000
Alteryx,L1,Product,134000,"Broomfield, CO ",2022-01-03,0 , 0,110000 , 13000 , 11000
Datadog,L1,Technical,225000,"New York, NY ",2021-12-30,0 , 0,135000 , 40000 , 50000
Intuit,PM 1,Product,160000,"Mountain View, CA ",2021-12-22,0 , 0,125000 , 23000 , 13000
Microsoft,59,Product,203000,"Bellevue, WA ",2021-12-19,0 , 0,113000 , 30000 , 60000
Microsoft,59,Technical,179000,"Redmond, WA ",2021-12-17,0 , 0,121000 , 33000 , 25000
Microsoft,59,Product,180000,"Redmond, WA ",2021-12-16,0 , 0,113000 , 43000 , 25000
Datadog,New Grad,Product,215000,"New York, NY ",2021-12-15,0 , 0,130000 , 40000 , 45000
LinkedIn,Associate Product Manager,Product,200000,"Sunnyvale, CA ",2021-12-12,0 , 0,140000 , 50000 , 10000
Microsoft,59,Product,160000,"Redmond, WA ",2021-12-09,0 , 0,113000 , 30000 , 18000
Microsoft,59,Product,167000,"San Francisco, CA ",2021-12-09,0 , 0,120000 , 30000 , 17000
Capital One,Associate,Product,112000,"New York, NY ",2021-12-07,0 , 0,103000 , N/A , 9000
Apple,L2,Product,160000,"Cupertino, CA ",2021-12-06,0 , 0,130000 , 20000 , 10000
Microsoft,L60,Product,164000,"Bellevue, WA ",2021-12-06,0 , 0,121000 , 33000 , 10000
Microsoft,59,Product,161000,"Seattle, WA ",2021-12-05,0 , 0,113000 , 28000 , 20000
Coinbase,L3,Product,192000,"New York, NY ",2021-11-29,0 , 0,135000 , 50000 , 7000
Microsoft,59,Product,161000,"Seattle, WA ",2021-11-27,0 , 0,113000 , 38000 , 11000
PwC,Associate,Technical,93000,"Seattle, WA ",2021-11-26,0 , 0,85000 , N/A , 8000
Intuit,PM 1,Product,134000,"Mountain View, CA ",2021-11-21,0 , 0,115000 , 19000 , N/A
Palo Alto Networks,APM,Product,182000,"Santa Clara, CA ",2021-11-19,0 , 0,140000 , 25000 , 17000
Datadog,New Grad,Product,215000,"New York, NY ",2021-11-16,0 , 0,130000 , 35000 , 50000
Microsoft,59,Infrastructure,168000,"Seattle, WA ",2021-11-16,0 , 0,113000 , 30000 , 25000
Redfin,PM 1,Product,126000,"Seattle, WA ",2021-11-15,0 , 0,105000 , 16000 , 5000
LinkedIn,Associate Product Manager,Product,200000,"Sunnyvale, CA ",2021-11-11,0 , 0,140000 , 50000 , 10000
Microsoft,59,Product,163000,"Bellevue, WA ",2021-11-10,0 , 0,113000 , 30000 , 20000
Microsoft,58,Product,160000,"Seattle, WA ",2021-11-09,0 , 0,110000 , 20000 , 30000
Western Digital,L1,Product,82000,"Milpitas, CA ",2021-11-04,0 , 0,77000 , N/A , 5000
Publicis Sapient,L1,Product,75000,"Chicago, IL ",2021-10-26,0 , 0,70000 , N/A , 5000
Microsoft,59,Technical,173000,"Redmond, WA ",2021-10-26,0 , 0,111000 , 38000 , 25000
eBay,23,Technical,163000,"San Jose, CA ",2021-10-24,0 , 0,126000 , 12000 , 25000
Microsoft,59,Product,157000,"Redmond, WA ",2021-10-19,0 , 0,113000 , 24000 , 20000
Publicis Sapient,L1,Product,75000,"Chicago, IL ",2021-10-12,0 , 0,70000 , N/A , 5000
Amazon,L5,Trust and safety,149000,"Seattle, WA ",2021-10-11,0 , 0,107000 , 24000 , 18000
Tesla,P1,Product,113000,"San Francisco, CA ",2021-09-27,0 , 0,105000 , 8000 , N/A
Microsoft,59,Product,206000,"Redmond, WA ",2021-09-23,0 , 0,113000 , 43000 , 50000
Microsoft,59,Product,145000,"Redmond, WA ",2021-09-14,0 , 0,110000 , 20000 , 15000
Roblox,Entry,Product,231000,"San Mateo, CA ",2021-09-10,0 , 0,136000 , 76000 , 20000
Microsoft,59,Product,149000,"Redmond, WA ",2021-09-09,0 , 0,111000 , 18000 , 20000
Microsoft,59,Product,158000,"Redmond, WA ",2021-08-18,0 , 0,113000 , 34000 , 11000
Cisco,Grade 4,Networking,103000,"San Jose, CA ",2021-08-17,0 , 0,93000 , N/A , 10000
LinkedIn,Associate Product Manager,Product,172000,"San Francisco, CA ",2021-08-12,0 , 0,125000 , 34000 , 13000
Zscaler,L3,Product,140000,"San Jose, CA ",2021-07-29,0 , 0,100000 , 20000 , 20000
IBM,Band 6,Technical,122000,"San Jose, CA ",2021-07-27,0 , 0,112000 , N/A , 10000
