Company,Level Name,Tag,Total Compensation,Location,Date,YOE At Company,YOE Total,Base Comp,Stock Comp,Bonus Comp
Google,L3,Distributed Systems (Back-End),158000,"San Francisco, CA ",2022-03-09,3 , 7,100000 , 25000 , 33000
Wayfair,L3,Full Stack,196000,"Boston, MA ",2022-03-08,3 , 7,155000 , 26000 , 15000
Airbnb,L5,iOS,412000,"San Francisco, CA ",2022-03-08,4 , 7,208000 , 165000 , 39000
Blend,IC4,Full Stack,365000,"Austin, TX ",2022-03-08,2 , 7,200000 , 165000 , N/A
Microsof,L3,ML / AI,190000,"New York, NY ",2022-03-07,10 , 7,180000 , 10000 , N/A
Optiver,L3,Distributed Systems (Back-End),380000,"Chicago, IL ",2022-03-07,2 , 7,150000 , N/A , 230000
Upstart,L5,Full Stack,290000,"San Francisco, CA ",2022-03-07,4 , 7,190000 , 70000 , 30000
Amazon,SDE II,Data,175000,"San Francisco, CA ",2022-03-07,0 , 7,160000 , 15000 , N/A
Google,L4,Android,235000,"San Bruno, CA ",2022-03-07,3 , 7,165000 , 70000 , N/A
Uber,Senior Software Engineer,Data,500000,"San Francisco, CA ",2022-03-07,5 , 7,185000 , 280000 , 35000
Splunk,P3,Site Reliability (SRE),248000,"San Jose, CA ",2022-03-07,1 , 7,160000 , 72000 , 16000
Box,Senior Software Engineer,Distributed Systems (Back-End),394000,"Redwood City, CA ",2022-03-07,3 , 7,205000 , 189000 , N/A
Spotify,Senior Engineer,Data,279000,"Austin, TX ",2022-03-07,0 , 7,215000 , 64000 , N/A
Amazon,SDE II,Distributed Systems (Back-End),285000,"Seattle, WA ",2022-03-07,7 , 7,145000 , 140000 , N/A
SS&C Technologies,L4,Full Stack,126000,"New York, NY ",2022-03-07,2 , 7,116000 , N/A , 10000
wework,L7,Full Stack,310000,"New York, NY ",2022-03-06,3 , 7,285000 , 25000 , N/A
Facebook,E6,Data,476000,"Menlo Park, CA ",2022-03-05,2 , 7,230000 , 200000 , 46000
Morgan Stanley,Associate,Distributed Systems (Back-End),172000,"Menlo Park, CA ",2022-03-05,3 , 7,150000 , N/A , 22000
KLA,P4,API Development (Back-End),248000,"Milpitas, CA ",2022-03-04,4 , 7,172000 , 50000 , 26000
The New York Times Company,Senior Software Engineer,Full Stack,248000,"New York, NY ",2022-03-04,2 , 7,159000 , 66000 , 23000
Facebook,E6,Distributed Systems (Back-End),574000,"Menlo Park, CA ",2022-03-03,7 , 7,244000 , 280000 , 50000
Facebook,E5,Solutions,395000,"New York, NY ",2022-03-02,0 , 7,200000 , 125000 , 70000
Relativity,L5,Full Stack,145000,"Chicago, IL ",2022-03-02,4 , 7,132000 , N/A , 13000
Compass,IC4,Web Development (Front-End),333000,"Chicago, IL ",2022-03-01,0 , 7,185000 , 88000 , 60000
Relativity,L5,Full Stack,116000,"Chicago, IL ",2022-03-01,4 , 7,105000 , N/A , 11000
Relativity,L5,Full Stack,116000,"Chicago, IL ",2022-03-01,4 , 7,105000 , N/A , 11000
Expedia,M,API Development (Back-End),200000,"Chicago, IL ",2022-02-28,6 , 7,160000 , 40000 , N/A
Perficient,Lead,Full Stack,107000,"Denver, CO ",2022-02-28,7 , 7,102000 , N/A , 5000
HubSpot,I,Web Development (Front-End),158000,"Cambridge, MA ",2022-02-28,1 , 7,135000 , 13000 , 10000
Microsoft,62,Distributed Systems (Back-End),221000,"Redmond, WA ",2022-02-27,2 , 7,151000 , 50000 , 20000
Facebook,E5,Distributed Systems (Back-End),407000,"Seattle, WA ",2022-02-27,1 , 7,202000 , 174000 , 31000
F5 Networks,Senior,Web Development (Front-End),225000,"San Jose, CA ",2022-02-27,0 , 7,190000 , 16000 , 19000
IBM,Senior Engineer,API Development (Back-End),211000,"San Jose, CA ",2022-02-26,7 , 7,211000 , N/A , N/A
Chicago Trading Company,L2,Full Stack,217000,"Chicago, IL ",2022-02-25,3 , 7,162000 , N/A , 55000
Amazon,SDE II,Distributed Systems (Back-End),188000,"Austin, TX ",2022-02-25,2 , 7,144000 , 34000 , 10000
Apple,ICT5,ML / AI,445000,"Sunnyvale, CA ",2022-02-24,4 , 7,200000 , 200000 , 45000
Facebook,E5,Full Stack,423000,"Seattle, WA ",2022-02-24,1 , 7,211000 , 180000 , 32000
Spotify,Engineer II,API Development (Back-End),203000,"New York, NY ",2022-02-24,2 , 7,196000 , 7000 , N/A
Happy Cog,3,Web Development (Front-End),108000,"New York, NY ",2022-02-24,7 , 7,108000 , N/A , N/A
Convoy,T6,API Development (Back-End),442000,"Seattle, WA ",2022-02-24,5 , 7,186000 , 256000 , N/A
